http://www.energysavings.com/,1
http://www.mic.ki.se/india.html,1
http://www.p3gatherings.com/,-2
http://www.stjamesmukwonago.org/,-1
http://www.livecheats.com/,-1
http://library.thinkquest.org/11130/,1
http://www.audraart.com,-1
http://www.federalreserve.gov/boarddocs/speeches/19970905.htm,-1
http://www.geocities.com/athens/atrium/5712/index.html,2
http://www.grassgames.com/,-1
http://www.geocities.com/merlin2768,-1
http://www.dalrescue.org/,-1
http://www.agirlsworld.com/amy/pajama/valentines/index.html,2
http://www.greatbuildings.com/buildings/dome_of_the_rock.html,-1
http://www.pharmacy1852.co.nz/,1
http://www.twat4u.com/bathroom-lesbian-sex/,-2
http://www.cocksucking.x-freeporn.com/x-rated/oral-cunts-mouthfucked/,-2
http://www.yjed.com/,-1
http://www.lakeprairie.org/,-1
http://www.xml.com/pub/a/ws/2001/04/04/webservices/,1
http://proactivemanagement.com/,1
http://www.faithinjeffcity.org/,-1
http://acupunctureone.com/,1
http://www.taylordunham.com,-1
http://visualrmob.free.fr,1
http://www.nytimes.com/learning/general/onthisday/big/0504.html,1
http://www.geocities.com/crazy_hill77/,-1
http://www.tsbf.com/,1
http://www.library.yale.edu/drama/,1
http://www.accessoryware.com/pictview.htm,1
http://www.brimstonehillwine.com/,-1
http://www.lesbianteen.net/dildo-sex/,-2
http://www.webcams.com,-2
http://www.rugforless.com,-1
http://www.stedfast.utvinternet.ie/,-1
http://www.nihonreview.com/anime/bokura-ga-ita/,-1
http://www.english-nature.org.uk/science/natural/profiles/naprofile85.pdf,1
http://www.onlyspinoni.com/,-1
http://www.poker-uk.com/,-1
http://www.lets-win-casino.com/,-1
http://members.tripod.com/~lhasalove/index.html,-1
http://www.free-amateur-sex-pics-amateur-sex.com/free-amateur-sex/,-2
http://imusic.artistdirect.com/showcase/contemporary/jannarden.html,-1
http://www.hillguitar.com/,-1
http://www.mbcradio.com/,-1
http://www.virtualcities.com/ons/vt/m/vtm58013.htm,1
http://www.su-web.nottingham.ac.uk/~canoe/,1
http://www.tntwirlers.com/,-1
http://www.cliving.org/biblobiof.htm,1
http://www.shelties.co.uk/,-1
http://armenianembroidery.tripod.com/,-1
http://www.usatoday.com/sports/olympics/oso/osom.htm,1
http://www.zig.com.au,-1
http://www.walkbyfaith.com,-1
http://www.angelfire.com/oz/motokx45/,1
http://www.summithaus.com,1
http://toorcon.org/,1
http://djltrading.com/,-1
http://www.brandeis.edu/odyssey/,1
http://pokemonillusionrpg.yuku.com/,-1
http://www.jwu.edu/athleticsl3.aspx?id=28052&amp;linkidentifier=id&amp;itemid=28052,1
http://www.geocities.com/ducfc/,1
http://www.hemoncnews.com,1
http://www.erotickysalon.sk/,-2
http://www.wildesigngroup.com/,1
http://www.skidmoreathletics.com/index.aspx?tab=fieldhockey&amp;path=fhockey,1
http://www.leather-skirt.net/,1
http://www.creamystevens.com/,-2
http://www.ccsvt.org/champs/abenaki/index.html,2
http://www.campoatka.com/,2
http://www.bankmidamerica.com/,1
http://sexyagatha-lingerie.erog.fr/,-2
http://www.pornstars-revue.com/american-pornstars/,-2
http://www.genvid.com/sthh,-1
http://www.alldrit.com,1
http://www.prosserrv.com/,1
http://www.gizmograbber.com,1
http://www.engravingcompany.com/,-1
http://www.food-sex.com/teen/,-2
http://www.geocities.com/amy82s/,-1
http://www.archieleach.com/,-1
http://www.tedionline.com/,-1
http://www.marideescakes.com/,-1
http://pages.cpsc.ucalgary.ca/~robertof/courses/609.05/,1
http://www.europho.to/,-1
http://www-lite.larc.nasa.gov/n_saharan_dust.html,2
http://www.leeshillgc.com/,1
http://www2.evansville.edu/ecoleweb/glossary/silverius.html,-1
http://www.impact89fm.org/,1
http://www.jlucasdesigns.com/,1
http://www.januaryoflasvegas.com/,-2
http://www.rachelsears.com/,1
http://www.new-english-readers.de/,1
http://www.gender.org.uk/about/index.htm#ethol,1
http://www.avillion.org/,-1
http://chefsearch.dmoz.aol.com/cgi-bin/restaurant_search.cgi?search=mussell*,1
http://www.ppws.vt.edu/scott/weed_id/supor.htm,1
http://www.vancehester.com/,1
http://www.cryofab.com/html/manual_2a.htm,1
http://ubl.artistdirect.com/music/artist/card/065826800.html,-1
http://www.geerscreations.com/,-1
http://www.thebethanytaylawoodsfund.co.uk/mystory1.htm,2
http://www.thesims2website.co.uk/,-1
http://www.believeintomorrow.org/,-1
http://www.wildwind.ca,1
http://www.newadvent.org/cathen/09200d.htm,-1
http://tiger.census.gov/cgi-bin/mapbrowse-tbl,1
http://www.crosswordbank.com,-1
http://www.swampfox.info/,-1
http://departments.firehouse.com/dept/oneontaal,1
http://www.tessee.com/index.htm,-2
http://cpvets.net/index.html,1
http://www.geography4kids.com/,2
http://www.dcg-nss.org/,-1
http://www.umanitoba.ca/outreach/cm/cmarchive/vol19no5/nightingale.html,-1
http://www.aceloom.co.kr/,1
http://www.jadukids.de/,2
http://www.uncarved.org/music/coil.html,-1
http://www.nlm.nih.gov/medlineplus/headache.html,1
http://www.alientiles.com/,2
http://www.payneagency.com,1
http://www.dee-ross.com/,-1
http://www.feyvodou.com,-1
http://www.glenaeon.nsw.edu.au,1
http://www.jewishgen.org/forgottencamps/camps/sobiboreng.html,-1
http://www.gamefaqs.com/console/ps2/data/934388.html,2
http://www.gendertherapist.com,-1
http://www.umanitoba.ca/cm/vol3/no7/gifts.html,-1
http://www.newdorpmoravianchurch.com/,-1
http://www.magnumresearch.com/,1
http://www.techtrans.ch,1
http://www.ximeiyr.com.cn/,1
http://www.jamesholden.org/,-1
http://ccce.51.net/,2
http://www.kjmuttitt.force9.co.uk/,1
http://members.tripod.com/~media002/,-1
http://www.black-woman.net/indian-woman/,-2
http://dare.uk.com/,2
http://newrinkelflour.com,-1
http://www.miladhospital.com,1
http://www.dp9.com/,-1
http://www.fanbase-links.co.uk/ebbsfleet_utd_football_links.html,1
http://www.casa.gov.au/,-1
http://www.botany.hawaii.edu/faculty/carr/images/str_pen.jpg,1
http://www.amphibiaweb.org/cgi-bin/amphib_query?query_src=aw_lists_genera_&amp;table=amphib&amp;where-genus=atelopus&amp;where-species=varius,1
http://www.andyfellwalker.com/,-1
http://www.deltza.ec.europa.eu/,-1
http://www.angelfire.com/in/frodobagginsesq/oregon.html,-1
http://www.state.ak.us/local/akpages/admin/dmv/dlmanual/manuals.htm,2
http://movies.yahoo.com/shop?d=hc&amp;cf=gen&amp;id=1800032942,-1
http://www.hse.gov.uk/research/crr_pdf/2001/crr01325.pdf,1
http://www.ic-c.com/,1
http://www.syracusesausage.com,-1
http://www.thaigoodview.com/,2
http://www.absolutelyfonts.com/,1
http://www.troop11-gec.org/,2
http://www.squashbarbados.org,1
http://co.tendar.com/epmeili/default.htm,1
http://www.weichselbaumer.cc/,-1
http://www.sportsline.com/collegefootball/teams/page/iast,1
http://act.scouts.asn.au/actscouts/sites/honiara/,2
http://www.silbermedia.com/smalllifeform/,-1
http://www.angelfire.com/pop2/popodyssey2001/secretsenter.html,-1
http://www.nova-tc.com.tw,1
http://www.webweirdness.com,-1
http://www.metacritic.com/film/titles/fellowshipofthering,-1
http://groups.yahoo.com/group/teasingandorgasmcontrol/,-2
http://www.planetps2.com/features/reviews/2001/live2001/,-1
http://www.amsterdamseblaaskapel.nl/,-1
http://www.agorafobia.net/,2
